TASK_ID,SCORE,CONFIG_cost,CONFIG_gamma,CONFIG_kernel,CONFIG_degree
43,0.941752,62.72359795339274,0.0051534831825209,radial,
43,0.941317,34.28385434578609,0.0068137157039513,radial,
43,0.940882,45.9451903651073,0.0059369045212531,radial,
43,0.940665,87.11391419543256,0.0040048486703153,radial,
43,0.940665,94.0487618931067,0.0041274346275897,radial,
43,0.940665,31.571918872447466,0.0073035577516947,radial,
43,0.940665,45.99570313177068,0.0061964757898219,radial,
43,0.940448,345.41016243797094,0.0019105653725241,radial,
43,0.940448,33.22331498544852,0.0070074067150111,radial,
43,0.940448,294.6183917936337,0.002032409578303,radial,
43,0.940448,24.645900204883613,0.008195142165402,radial,
43,0.940448,45.359802233558256,0.0053079909559722,radial,
43,0.94023,100.594607174917,0.0032328832525392,radial,
43,0.94023,387.87165938313206,0.001929122690902,radial,
43,0.94023,48.91786611567191,0.0047309531727021,radial,
43,0.94023,37.21992901250828,0.0056166948126483,radial,
43,0.94023,80.71340134544594,0.0035261277660301,radial,
43,0.94023,252.3561241108121,0.0024193039051732,radial,
43,0.94023,341.5146002614403,0.0019439034230676,radial,
43,0.940013,330.6525097252039,0.0015450796312039,radial,
49,1.0,133.08780714397793,,polynomial,3.0
49,1.0,101.85930694967998,,polynomial,3.0
49,1.0,212.12732258246,,polynomial,3.0
49,1.0,288.50471697692075,,polynomial,3.0
49,1.0,847.8754763936852,,polynomial,4.0
49,1.0,4.801706105301085,1.4355303762544405,radial,
49,1.0,274.8891594910771,,polynomial,5.0
49,1.0,144.79286077788004,,polynomial,4.0
49,1.0,191.1386960960492,,polynomial,5.0
49,1.0,800.5712377335944,,polynomial,3.0
49,1.0,871.9396344033744,,polynomial,4.0
49,1.0,249.48322097863127,0.0694074283201103,radial,
49,1.0,307.9994083150489,,polynomial,3.0
49,1.0,151.35822176014295,,polynomial,3.0
49,1.0,0.0175480766006656,1.7435715683613295,radial,
49,1.0,297.27803379610765,,polynomial,5.0
49,1.0,528.8520712722554,,polynomial,3.0
49,1.0,228.868703379532,,polynomial,3.0
49,1.0,258.9175780345087,,polynomial,5.0
49,1.0,125.00829638067306,,polynomial,4.0
219,0.854718,10.114607737164487,0.8630622337744334,radial,
219,0.854387,15.991235362426696,0.6803139847986205,radial,
219,0.852291,4.646089483819097,1.19244247017349,radial,
219,0.850591,10.946027892595804,0.5884478344863504,radial,
219,0.847833,1.120283082955721,2.2762976487467808,radial,
219,0.845184,8.893556719120872,0.4705111101109949,radial,
219,0.844567,0.563172877500029,3.205587982744782,radial,
219,0.84172,6.648078130468182,0.4412212747646019,radial,
219,0.840903,1.1596401676026011,1.2302558086281796,radial,
219,0.838144,5.845955761182677,0.3702312958155022,radial,
219,0.83799,4.888131950831364,0.3892943789747419,radial,
219,0.837769,0.5751382573967129,1.609842551981511,radial,
219,0.836754,26.13779208167988,0.220808303529135,radial,
219,0.836313,6.007682841553415,0.338162190126825,radial,
219,0.836269,0.0954788515537702,14.379089043028596,radial,
219,0.836158,0.0788214044420504,11.597518537564788,radial,
219,0.835386,0.0725956794668526,10.930655077645987,radial,
219,0.835209,3.1998389462023584,0.4081624618785113,radial,
219,0.833642,0.0012125505589048,13.45733861295309,radial,
219,0.833223,0.0795115503216368,16.792765559780303,radial,
3485,0.989198,0.0874724725944276,,linear,
3485,0.989198,0.0931998306049321,,linear,
3485,0.989198,0.189344544618311,,linear,
3485,0.989198,0.17299070482936,,linear,
3485,0.989198,0.100916290396801,,linear,
3485,0.989198,0.1950254132252359,,linear,
3485,0.989198,0.1853638394594779,,linear,
3485,0.989198,0.213649706102761,,linear,
3485,0.989198,0.2015467384216909,,linear,
3485,0.989198,0.1677864410515099,,linear,
3485,0.989198,0.147437584211317,,linear,
3485,0.989198,0.104798588757877,,linear,
3485,0.989198,0.0963131431958275,,linear,
3485,0.989198,0.20198653831543,,linear,
